"EIN","NAME","DBA","FISYR","STATE","ADDRESS","CITY","ZIP","STYEAR","ENDYEAR","TAXPREP","FORMTYPE","GROSSRECEIPTS","GROUPRETURN","GROUPEXEMPTNUM","FORMYEAR","DOMICILE","WEBSITE","URL","FORMORGASSOC","FORMORGCORP","FORMORGTRUST","FORMORGOTHER","FORMORGOTHERDESC","FORMORG","ACCTACCRUAL","ACCTCASH","ACCTOTHER","ACCTMETHOD","EXEMPT4947A1","EXEMPT501C","EXEMPT501CNUM","EXEMPT501C3","EXEMPT527","EXEMPTSTATUS","MISSION","DISCOPS","VOTINGMEMBERS","INDVOTINGMEMBERS","TOTEMPLOYEE","TOTVOLUNTEERS","TOTUBI","NETUBI","CONTRIBPRIOR","CONTRIBCURRENT","PSRPRIOR","PSRCURRENT","INVINCPRIOR","INVINCCURRENT","OTHERREVPRIOR","OTHERREVCURRENT","TOTALREVPRIOR","TOTALREVCURRENT","MEMBERDUES","GROSSSALESOTHER","SALESCOSTOTHER","NETSALESOTHER","GROSSINCGAMING","GROSSINCFNDEVENTS","GAMINGEXP","FNDEVENTSEXP","EXPGAMINGFNDEVENTS","GAMINGNET","FNDEVENTSNET","NETGAMINGFNDEVENTS","GROSSSALESINV","SALESCOSTINV","NETSALESINV","GRANTSPAIDPRIOR","GRANTSPAIDCURRENT","MEMBERBENPRIOR","MEMBERBENCURRENT","SALARIESPRIOR","SALARIESCURRENT","PROFUNDFEESPRIOR","PROFUNDFEESCURRENT","TOTFUNDEXP","FEESMGMT","FEESLEGAL","FEESACCT","FEESLOBBY","FEESPROFND","FEESINVMGMT","FEESOTHER","PROFEESINDEP","OCCUPANCY","OFFICEEXP","OTHEREXPPRIOR","OTHEREXPCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","OTHERASSETSCHANGES","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","CASHINVBEGYEAR","CASHINVENDYEAR","LANDBLDEQUIPCOST","LANDBLDEQUIPDEP","LANDBEGYEAR","LANDENDYEAR","OTHERASSETSBEGYEAR","OTHERASSETSENDYEAR","TOTALPROGSERVEXP","LOBBYING","FOREIGNREV","SCHEDOPARTVI","VMGOVERNING","IVMGOVERNING","OFFICERREL","MGMTDEL","CHANGESGOVDOCS","DIVASSETS","STOCKMEMBER","MEMBERCHOOSE","GOVBODYDECISION","GOVBODYDOCU","COMMITTEEDOCU","NOTREACH","COIPOLICY","COIDISCLOSE","COIMONITOR","WBPOLICY","FILINGSTATES","PUBLICWEBSELF","PUBLICWEBOTHER","PUBLICREQUEST","PUBLICOTHER","PUBLICSHARE","ORGBOOKNAME","ORGBOOKPHONE","ORGBOOKADDRESS","ORGBOOKCITY","ORGBOOKSTATE","ORGBOOKZIP","PLEDGEGRANTBEGYEAR","PLEDGEGRANTENDYEAR","ACCTRECBEGYEAR","ACCTRECENDYEAR","LOANSFROMOFFBEGYEAR","LOANSFROMOFFENDYEAR","LOANSDQPBEGYEAR","LOANSDQPENDYEAR","LOANSNOTESBEGYEAR","LOANSNOTESENDYEAR","INVENTORYBEGYEAR","INVENTORYENDYEAR","PREEXPBEGYEAR","PREEXPENDYEAR","INVESTPUBBEGYEAR","INVESTPUBENDYEAR","INVESTOTHBEGYEAR","INVESTOTHENDYEAR","INVESTPRGBEGYEAR","INVESTPRGENDYEAR","INTANASSETSBEGYEAR","INTANASSETSENDYEAR","TABALSHEETBEGYEAR","TABALSHEETENDYEAR","ACCTPAYBEGYEAR","ACCTPAYENDYEAR","GRANTSPAYBEGYEAR","GRANTSPAYENDYEAR","DEFREVBEGYEAR","DEFREVENDYEAR","BONDBEGYEAR","BONDENDYEAR","ESCROWBEGYEAR","ESCROWENDYEAR","LOANSTOOFFBEGYEAR","LOANSTOOFFENDYEAR","MORTGAGEBEGYEAR","MORTGAGEENDYEAR","UNSECNOTESBEGYEAR","UNSECNOTESENDYEAR","OTHERLIABBEGYEAR","OTHERLIABENDYEAR","TLBALSHEETBEGYEAR","TLBALSHEETENDYEAR","ORGSFAS117","ORGNOTSFAS117","URESTNABEGYEAR","URESTNAENDYEAR","TRESTNABEGYEAR","TRESTNAENDYEAR","PRESTNABEGYEAR","PRESTNAENDYEAR","STOCKBEGYEAR","STOCKENDYEAR","SURPLUSBEGYEAR","SURPLUSENDYEAR","EARNINGSBEGYEAR","EARNINGSENDYEAR","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","SCHEDA","SCHEDB","SCHEDC","SCHEDD","SCHEDE","SCHEDF","SCHEDG","SCHEDH","SCHEDI","SCHEDJ","SCHEDK","SCHEDL","SCHEDM","SCHEDN","SCHEDO","SCHEDR","LOBPOFILING","LOBPOAFFIL","LOBLBFILING","LOBLBAFFIL","TOTLOBEXPFILING","TOTLOBEXPAFFIL","OTHEREXEMPTFILING","OTHEREXEMPTAFFIL","TOTEXEMPTFILING","TOTEXEMPTAFFIL","LOBNTFILING","LOBNTAFFIL","zip5","Fips","NteeFinal","LONGITUDE","LATITUDE","censusTract","block","NAICS","OrgType","lon","lat"
200363774,"ELMDALE APARTMENTS NONPROFIT HOUSING CORPORATION",NA,2013,"MI","101 SHELDON BLVD SE STE 2","GRAND RAPIDS",495034262,"1/1/2013","12/31/2013","CAROL HUBBARD CPA CPIM","990",139861,"0",NA,2003,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201401819349300705_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE AFFORDABLE HOUSING FOR LOW TO MIDDLE-INCOME INDIVIDUALS AND FAMILIES.",NA,4,3,0,4,0,0,0,0,141362,138390,111,117,1713,1354,143186,139861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7474,644,6300,0,0,0,0,14418,56902,4011,152007,151488,152007,151488,-8821,-11627,514737,494939,681353,673182,-166616,NA,-178243,4347,8534,137283,147111,141630,155645,808385,535676,298144,272709,0,0,131498,"0","0","X",4,3,"0","1","0","0","0","1","0","1","1","0","1","1","1","0","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164540928,NA,NA,NA,NA,0,0,955,310,0,0,0,0,0,0,0,0,5468,51,0,0,0,0,0,0,68540,66224,514737,494939,8185,8981,0,0,1548,1033,0,0,0,0,0,0,667822,659468,0,0,3798,3700,681353,673182,"X",NA,-166616,-178243,0,0,0,0,0,0,0,0,0,0,-166616,-178243,514737,494939,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"L50",-85.6666,42.9608,26081002000,2.61e+14,813990,"PC",-85.6670244,42.9606366
200739420,"BLANDFORD NATURE CENTER",NA,2013,"MI","1715 HILLBURN NW","GRAND RAPIDS",49504,"1/1/2013","12/31/2013","JOHN P ROSENDALL","990",1855007,"FALSE",NA,NA,"","WWW.BLANDFORDNATURECENTER.ORG","https://s3.amazonaws.com/irs-form-990/201422269349301922_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","USING 143 ACRES OF LAND AND WILDLIFE AS THE BACKDROP, BLANDFORD NATURE CENTER PROVIDES EDUCATION AND COMMUNITY PROGRAMS THAT: - EDUCATE OUR COMMUNITY TO UNDERSTAND OUR ENVIRONMENT, OUR HERITAGE, AND OUR CONNECTION TO NATURAL SYSTEMS. - ENGAGE PEOPLE TO ACTIVELY USE NATURAL SPACES AND ADOPT SUSTAINABLE PRACTICES. - EMPOWER PEOPLE TO EMBRACE NATURE AND NEW PERSPECTIVES.",NA,15,15,16,600,0,0,469559,1364417,179793,203092,2919,11301,7134,12499,659405,1591309,28792,2750,0,-1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456502,465457,0,0,38802,0,0,19482,0,0,0,45384,64866,19589,5739,204880,231987,661382,697444,-1977,893865,748900,1642775,60380,60390,688520,NA,1582385,204128,235635,0,0,204128,235635,255534,54827,134688,200707,0,0,546241,"FALSE","FALSE","X",15,15,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","MI",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,","ANNOESJKA STEINMAN",6167356240,NA,NA,NA,NA,114775,949273,2081,1549,0,0,0,0,0,0,3698,6517,9095,5323,280435,243771,0,0,0,0,0,0,748900,1642775,60380,58935,0,0,0,1455,0,0,0,0,0,0,0,0,0,0,0,0,60380,60390,"X",NA,415252,544485,217268,981900,56000,56000,0,0,0,0,0,0,688520,1582385,748900,1642775,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49504,26081,"B90",-85.7386,42.9934,26081000600,2.61e+14,611710,"PC",-85.7387908,42.9955907
200771871,"STATION CREEK RETIREMENT COMMUNITY INC",NA,2013,"MI","4450 Cascade Road","Grand Rapids",49546,"7/1/2013","6/30/2014",NA,"990",296448,"0",NA,2008,"MI","Porterhills.org","https://s3.amazonaws.com/irs-form-990/201510449349301031_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","Provide subsidized housing for elderly",NA,9,7,5,7,0,0,125846,128091,171623,168310,39,47,0,0,297508,296448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84065,91584,0,0,0,35598,0,20434,0,0,0,33700,89732,78022,5325,265297,273692,349362,365276,-51854,-68828,3092367,3049329,3554990,3580780,-462623,NA,-531451,26294,4498,201304,241533,227598,246031,3574903,788134,2849252,2786769,14248,14258,289317,"0","0","X",9,7,"0","1","0","0","1","1","1","1","1","0","1","1","1","1","MI",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,","Craig Vandenbos",6169494975,NA,NA,NA,NA,0,0,1269,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092367,3049329,30542,56322,0,0,0,0,0,0,0,0,0,0,3510200,3510200,0,0,14248,14258,3554990,3580780,"X",NA,-462623,-531451,0,0,0,0,0,0,0,0,0,0,-462623,-531451,3092367,3049329,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49546,26081,"L22",-85.558429,42.946125,26081011804,2.61e+14,623312,"PC",-85.5603346,42.9454754
201224185,"PARTNERS IN COMPASSIONATE CARE INC",NA,2013,"MI","1000 FRONT STREET NW","GRAND RAPIDS",49504,"7/1/2013","6/30/2014","MICHELLE L DERIDDER","990",313088,"0",NA,2003,"MI","WWW.PCCSUDAN.ORG","https://s3.amazonaws.com/irs-form-990/201510589349300801_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","PROVIDING CHRIST-CENTERED HOPE AND HEALING FOR THE PEOPLE OF SOUTHERN SUDAN.",NA,9,9,0,15,0,0,294580,310952,0,0,196,289,0,1847,294776,313088,0,0,0,0,0,1847,0,0,0,0,1847,1847,0,0,0,237982,117968,237982,0,0,0,0,0,19932,32823,0,8308,0,0,0,725,41856,0,6028,79893,114462,317875,232430,-23099,80658,204765,290882,5667,11126,199098,NA,279756,10091,31364,189283,204572,199374,235936,0,0,0,0,0,0,201558,"0","1","X",9,9,"1","0","0","0","0","0","0","1","1","0","1","1","1","0","MI",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,",NA,6166670196,NA,NA,NA,NA,0,53400,0,0,0,0,0,0,0,0,0,0,5391,1546,0,0,0,0,0,0,0,0,204765,290882,5667,11126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5667,11126,"X",NA,150187,57976,48911,221780,0,0,0,0,0,0,0,0,199098,279756,204765,290882,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49504,26081,"Q30",-85.6757,42.9812,26081001500,2.61e+14,813311,"PC",-85.6748876,42.9818825
201483629,"WEST MI HISPANIC CHAMBER OF COMMERCE",NA,2013,"MI","1167 MADISON AVENUE MAILBOX 8","GRAND RAPIDS",49503,"1/1/2013","12/31/2013","JAMIE L KOETJE","990EZ",161300,NA,NA,NA,"","WWW.HCCWM.ORG","https://s3.amazonaws.com/irs-form-990/201412279349201276_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,"501c",6,NA,NA,"501c6","GROWTH OF HISPANIC BUSINESS LEADERS W MI",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,21,NA,161300,161279,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,0,NA,58974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27860,16320,1141,NA,21400,NA,125695,NA,35605,33922,44507,25020,0,8902,0,44507,NA,NA,NA,NA,33151,43545,NA,NA,0,0,771,962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49507,26081,"S41",-85.6591,42.9417,26081003100,2.61e+14,813910,"OT",-73.9814912,40.7500437
201551106,"JERRY'S DREAMS ADULT HOMES",NA,2013,"MI","PO BOX 1087","GRAND RAPIDS",49501,"1/1/2013","12/31/2013","Ava Grover","990",137636,"FALSE",NA,2005,"MI",NA,"https://s3.amazonaws.com/irs-form-990/201431919349300028_public.xml",NA,NA,NA,NA,"NON PROFIT","NON PROFIT",NA,"Cash",NA,"Cash",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE HOUSING AND A STABLE CLEAN LIVING ENVIROMENT FOR ADULT RESIDENTS.",NA,5,5,0,NA,0,0,0,0,137380,137636,0,0,0,0,137380,137636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,1500,1500,50882,1500,78041,64595,78041,77095,59339,60541,1029,3905,0,0,1029,NA,3905,117,2005,0,0,117,2005,1900,0,912,1900,0,0,64230,"FALSE","FALSE",NA,5,5,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,","VICKI RUNYON",6162937198,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X",NA,1029,3905,0,0,0,0,0,0,0,0,0,0,1029,3905,1029,3905,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49501,26081,"P70",-85.629101,42.984226,26081001101,2.61e+14,623990,"PC",-85.6736663,42.9713293
201774139,"The Friends of the Hub School",NA,2013,"MI","300 Ottawa Avenue NW","Grand Rapids",49503,"1/1/2013","12/31/2013","ARTHUR J KROON","990",100,"FALSE",NA,2004,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201501359349305390_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,NA,NA,"501c3",NA,"501c3","Promotion of educational opportunities in Pakistan, India and other countries in the Southeast Asia Region.",NA,9,9,0,10,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,-503,3634,3131,0,0,3634,NA,3131,3634,3131,0,0,3634,3131,0,0,0,0,0,0,3,"FALSE","FALSE","X",9,9,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6163562002,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X",NA,3634,3131,0,0,0,0,0,0,0,0,0,0,3634,3131,3634,3131,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"B11",-85.67,42.9689,26081002000,2.61e+14,813219,"PC",-85.6695184,42.9691721
201805102,"EASTSIDE CHRISTIAN SCHOOL FOUNDATIO",NA,2013,"MI","2792 MICHIGAN ST NE","GRAND RAPIDS",49546,"9/1/2013","8/31/2014","CORNELIUS F BOERKOEL JR","990",134597,"FALSE",NA,2004,"MI",NA,"https://s3.amazonaws.com/irs-form-990/201513569349300006_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,NA,NA,"501c3",NA,"501c3","EASTSIDE CHRISTIAN SCHOOL FOUNDATION WAS FORMED AS A RESPONSE TO THE NEED FOR ADDITIONAL LONG-TERM FINANCIAL SUPPORT FOR THE SCHOOL. WITH THE RISING COST OF EDUCATION WE BELIEVE IT IS IMPORTANT TO ENSURE THAT THE EDUCATION PROVIDED AT EASTSIDE IS AVAILABLE AND AFFORDABLE FOR GENERATIONS TO COME. THE OBJECTIVE OF THE FOUNDATION IS TO ACCUMULATE ENDOWMENT FUNDS WHICH ARE INVESTED FOR LONG-TERM GROWTH. THE EARNINGS OF THE FUND ARE USED TO ENHANCE THE EDUCATION PROVIDED AT EASTSIDE AS WELL AS TO REDUCE THE COST OF TUITION FOR OUR FAMILIES.",NA,5,5,0,NA,0,0,9514,330,0,0,80259,45719,0,0,89773,46049,0,0,0,18807,0,0,0,0,0,0,0,0,0,0,0,71469,81000,71469,0,0,0,0,0,468,0,0,1700,468,0,0,0,2168,0,0,2164,2168,73633,83168,16140,-37119,777056,739715,0,0,777056,NA,739715,0,0,14526,35032,14526,35032,0,0,0,0,0,0,81000,"FALSE","FALSE","X",5,5,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,","DANIEL PASTOOR",6169422939,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762530,704683,0,0,0,0,0,0,777056,739715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"X",0,0,0,0,0,0,0,0,0,0,777056,739715,777056,739715,777056,739715,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49506,26081,"B1120",-85.6012,42.9699,26081002300,2.61e+14,813219,"PC",-85.6000593,42.9695381
201805102,"EASTSIDE CHRISTIAN SCHOOL FOUNDATIO",NA,2013,"MI","2792 MICHIGAN ST NE","GRAND RAPIDS",49546,"9/1/2013","8/31/2014","CORNELIUS F BOERKOEL JR","990",135112,"FALSE",NA,2004,"MI",NA,"https://s3.amazonaws.com/irs-form-990/201443589349300904_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,NA,NA,"501c3",NA,"501c3","EASTSIDE CHRISTIAN SCHOOL FOUNDATION WAS FORMED AS A RESPONSE TO THE NEED FOR ADDITIONAL LONG-TERM FINANCIAL SUPPORT FOR THE SCHOOL. WITH THE RISING COST OF EDUCATION WE BELIEVE IT IS IMPORTANT TO ENSURE THAT THE EDUCATION PROVIDED AT EASTSIDE IS AVAILABLE AND AFFORDABLE FOR GENERATIONS TO COME. THE OBJECTIVE OF THE FOUNDATION IS TO ACCUMULATE ENDOWMENT FUNDS WHICH ARE INVESTED FOR LONG-TERM GROWTH. THE EARNINGS OF THE FUND ARE USED TO ENHANCE THE EDUCATION PROVIDED AT EASTSIDE AS WELL AS TO REDUCE THE COST OF TUITION FOR OUR FAMILIES.",NA,5,5,0,NA,0,0,9514,330,0,0,80259,46234,0,0,89773,46564,0,0,0,18807,0,0,0,0,0,0,0,0,0,0,0,71469,81000,71469,0,0,0,0,0,468,0,0,1700,468,0,0,0,2168,0,0,2164,2168,73633,83168,16140,-36604,777056,740230,0,0,777056,NA,740230,0,0,14526,35032,14526,35032,0,0,0,0,0,0,81000,"FALSE","FALSE","X",5,5,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,","DANIEL PASTOOR",6169422939,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762530,705198,0,0,0,0,0,0,777056,740230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"X",0,0,0,0,0,0,0,0,0,0,777056,740230,777056,740230,777056,740230,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49506,26081,"B1120",-85.6012,42.9699,26081002300,2.61e+14,813219,"PC",-85.6000593,42.9695381
201934390,"REENTRY ROUNDTABLE",NA,2013,"MI","2336 EDINGTON CT SE","GRAND RAPIDS",49508,"1/1/2013","12/31/2013","ROGER B OPPENHUIZEN","990EZ",50000,NA,NA,NA,"","N/A","https://s3.amazonaws.com/irs-form-990/201422029349200502_public.xml",NA,NA,NA,NA,NA,NA,"Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","FOR THE PURPOSE OF SUCCESSFUL REENTRY OF EX-OFFENDERS INTO OUR COMMUNITY FOLLOWING RELEASE FROM PRISON, RERC SERVES AS AN INFORMATION RESOURCE CENTER FOR EX-OFFENDERS, THEIR FAMILIES, POTENTIAL EMPLOYERS AND SERVICE AGENCIES.THEY ALSO WORK TO FIND , TRAIN AND MATCH MENTORS WITH RETURNING CITIZENS FROM THE BELLAMY CREEK PRISION AND THE KENT COUTY JAIL.",NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,0,NA,0,NA,0,NA,50000,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,1000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,0,0,NA,0,NA,1404,NA,48596,51517,100113,0,0,51517,0,100113,NA,NA,NA,NA,51517,100113,NA,NA,0,0,0,0,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49508,26081,"I40",-85.6089,42.8967,26081004500,2.61e+14,541199,"PC",-85.60885,42.897331
202112557,"CASA OF KENT COUNTY INC",NA,2013,"MI","180 OTTAWA AVE NW NO 5200","GRAND RAPIDS",49503,"1/1/2013","12/31/2013","RICHARD L CHRISMAN CPA","990",411417,"0",NA,1994,"MI","WWW.CASAKENTCO.ORG","https://s3.amazonaws.com/irs-form-990/201421679349300502_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","THE RECRUITMENT AND TRAINING OF COMMUNITY VOLUNTEERS TO ADVOCATE FOR THE BEST INTERESTS OF ABUSED AND NEGLECTED CHILDREN WHO ARE TEMPORARY WARDS OF THE COURT IN KENT COUNTY, MICHIGAN, AND WHO ARE IN NEED OF SAFE, PERMANENT HOMES.",NA,14,14,8,90,0,0,368878,404648,0,0,260,254,-11938,-10647,357200,394255,0,0,0,0,0,6515,0,17162,17162,0,-10647,-10647,0,0,0,0,0,0,0,195764,213271,3200,2400,17157,0,0,4850,0,2400,0,0,7250,29300,22146,94392,115176,293356,330847,63844,63408,239934,286198,0,2856,239934,NA,283342,197258,267856,0,0,197258,267856,29494,17402,6976,12092,0,0,247373,"0","0","X",14,14,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6166325112,NA,NA,NA,NA,34750,6250,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,239934,286198,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,2856,"X",NA,190184,251636,49750,31706,0,0,0,0,0,0,0,0,239934,283342,239934,286198,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"R20",-85.6702,42.9669,26081002000,2.61e+14,813311,"PC",-85.6693859,42.9677023
